DATE,ACMTP10,10year yield,Rolling mean 10yr,Standard dev,buy,sell
22-Jun-1999,1.488023986,5.94,1.488023986,#DIV/0!,,
23-Jun-1999,1.52712825,6.00,1.507576118,0.02765089,0,0
24-Jun-1999,1.535045315,6.05,1.516732517,0.02517548,0,
25-Jun-1999,1.507260466,6.02,1.514364504,0.021094228,0,
28-Jun-1999,1.459725576,5.96,1.503436719,0.030509135,0,
29-Jun-1999,1.461869213,5.93,1.496508801,0.032134438,0,
30-Jun-1999,1.519098516,5.81,1.499735903,0.030551886,0,
01-Jul-1999,1.534124798,5.85,1.504034515,0.030787934,0,
02-Jul-1999,1.503210599,5.82,1.503942969,0.028800785,0,
06-Jul-1999,1.503574853,,1.503906157,0.02715389,0,
07-Jul-1999,1.506934025,5.88,1.504181418,0.025776613,0,
08-Jul-1999,1.446785358,5.92,1.499398413,0.029640452,0,
09-Jul-1999,1.437906909,5.85,1.494668297,0.033108991,0,
13-Jul-1999,1.357171213,5.84,1.484847077,0.048603199,0,
14-Jul-1999,1.36149497,5.74,1.476623603,0.056638504,0,
15-Jul-1999,1.367450138,5.71,1.469800262,0.061147254,0,
16-Jul-1999,1.370906719,5.74,1.463982994,0.063879497,0,
19-Jul-1999,1.38102865,5.72,1.45937442,0.064983511,0,
20-Jul-1999,1.390857977,5.68,1.455768291,0.065079434,0,
22-Jul-1999,1.488343284,5.66,1.457397041,0.063761093,0,
23-Jul-1999,1.512360531,5.65,1.46001435,0.06329344,0,
26-Jul-1999,1.488078175,5.66,1.461289978,0.062057182,0,
27-Jul-1999,1.456944949,5.78,1.461101064,0.060637158,0,
28-Jul-1999,1.430182938,5.84,1.459812809,0.059639179,0,
29-Jul-1999,1.44121018,5.86,1.459068704,0.058501903,0,
30-Jul-1999,1.49068332,5.82,1.46028465,0.057654275,0,
02-Aug-1999,1.497351947,5.81,1.461657513,0.056982954,0,
03-Aug-1999,1.470559378,5.88,1.461975437,0.055943058,0,
04-Aug-1999,1.507332133,5.92,1.463539461,0.055576905,0,
05-Aug-1999,1.517478017,5.92,1.465337413,0.055491091,0,
06-Aug-1999,1.545036437,5.95,1.467908349,0.056404967,0,
09-Aug-1999,1.570219511,5.96,1.471105573,0.058360965,0,
10-Aug-1999,1.608883738,5.88,1.475280669,0.062247906,1,
11-Aug-1999,1.599901369,6.02,1.478945983,0.064916543,0,
12-Aug-1999,1.685806334,6.13,1.484856279,0.072889078,1,
13-Aug-1999,1.603129504,6.16,1.488141647,0.074495596,0,
16-Aug-1999,1.627369206,6.05,1.491904554,0.076937239,0,
17-Aug-1999,1.580729726,6.08,1.494242058,0.077246268,0,
18-Aug-1999,1.563030078,5.98,1.496005853,0.077014856,0,
19-Aug-1999,1.592346481,5.98,1.498414369,0.077532197,0,
20-Aug-1999,1.55212196,5.89,1.49972431,0.077015027,0,
23-Aug-1999,1.516551314,5.88,1.500124953,0.07611432,0,
24-Aug-1999,1.528760073,5.90,1.500790886,0.075329416,0,
25-Aug-1999,1.464899684,5.88,1.499975177,0.074644706,0,
26-Aug-1999,1.435322947,5.89,1.498538461,0.074418321,0,
27-Aug-1999,1.498081387,5.85,1.498528525,0.073586836,0,
30-Aug-1999,1.584512059,5.73,1.500357961,0.073855305,0,
31-Aug-1999,1.614868156,5.75,1.502743591,0.074911477,0,
01-Sep-1999,1.636161017,5.85,1.505466395,0.076538147,0,
02-Sep-1999,1.704635465,5.95,1.509449777,0.08082018,1,
03-Sep-1999,1.628900269,5.98,1.511791943,0.081737607,0,
07-Sep-1999,1.69389951,5.99,1.515294012,0.084780829,1,
08-Sep-1999,1.690037103,6.03,1.518591051,0.087325237,0,
09-Sep-1999,1.71969757,5.89,1.522315246,0.090723623,1,
10-Sep-1999,1.675017655,,1.525091653,0.092208016,0,
13-Sep-1999,1.706255397,5.95,1.52832672,0.09451882,0,
14-Sep-1999,1.771595558,5.93,1.532594595,0.099058144,1,
15-Sep-1999,1.769673563,5.97,1.536682163,0.103002151,1,
16-Sep-1999,1.715600987,5.89,1.539714685,0.104733457,0,
17-Sep-1999,1.663655208,5.92,1.541780361,0.105067602,0,
20-Sep-1999,1.684612749,5.96,1.544121875,0.105781182,0,
21-Sep-1999,1.707155858,5.94,1.546751456,0.106934243,0,
22-Sep-1999,1.710114062,5.90,1.549344513,0.108046779,0,
23-Sep-1999,1.622081209,5.87,1.550481024,0.107570764,0,
24-Sep-1999,1.577865278,5.91,1.55090232,0.106781094,0,
27-Sep-1999,1.62109252,5.94,1.551965808,0.106308184,0,
28-Sep-1999,1.694922034,5.92,1.554099483,0.10693558,0,
29-Sep-1999,1.732306236,5.87,1.556720171,0.108312361,0,
30-Sep-1999,1.664673885,5.75,1.558284717,0.108295628,0,
01-Oct-1999,1.766896366,5.83,1.561264884,0.110361544,0,
04-Oct-1999,1.737863788,5.89,1.563752192,0.111556851,0,
05-Oct-1999,1.780570007,5.97,1.566763551,0.113677467,0,
06-Oct-1999,1.710878781,5.90,1.568737732,0.114138495,0,
07-Oct-1999,1.694544984,6.00,1.57043783,0.114293571,0,
08-Oct-1999,1.737644229,5.95,1.572667248,0.115148887,0,
12-Oct-1999,1.744116906,6.02,1.574923165,0.116057107,0,
13-Oct-1999,1.802499595,6.04,1.577878703,0.118172061,0,
14-Oct-1999,1.840308102,6.05,1.581243183,0.121104151,1,
15-Oct-1999,1.825898291,6.04,1.584340083,0.123433623,0,
18-Oct-1999,1.83620794,,1.587488431,0.125841043,0,
19-Oct-1999,1.871433802,6.07,1.590993929,0.128970495,1,
20-Oct-1999,1.850308916,6.12,1.594156307,0.131331984,0,
21-Oct-1999,1.907979859,6.17,1.597937314,0.134997468,1,
22-Oct-1999,1.874487942,6.09,1.601229583,0.137532634,0,
25-Oct-1999,1.84978409,6.12,1.604153754,0.139344394,0,
26-Oct-1999,1.863984051,6.18,1.607175036,0.141327447,0,
27-Oct-1999,1.79514905,6.19,1.609335657,0.14194132,0,
28-Oct-1999,1.720405624,6.20,1.610597816,0.141619023,0,
29-Oct-1999,1.615554964,6.21,1.610653514,0.140813051,0,
01-Nov-1999,1.638817162,6.22,1.610966444,0.140051199,0,
02-Nov-1999,1.599838418,6.24,1.610844158,0.139275849,0,
03-Nov-1999,1.606530372,6.19,1.610797269,0.138509213,0,
04-Nov-1999,1.569453702,6.12,1.610352714,0.137821084,0,
05-Nov-1999,1.512050368,6.02,1.609306945,0.137452571,0,
08-Nov-1999,1.486186832,6.06,1.608010943,0.13730179,0,
09-Nov-1999,1.473798771,6.04,1.6066129,0.137262435,0,
10-Nov-1999,1.483060143,6.01,1.60533916,0.137120713,0,
12-Nov-1999,1.463824227,5.95,1.60389513,0.137159053,0,
15-Nov-1999,1.409035827,5.92,1.601926854,0.137855639,0,
16-Nov-1999,1.38061441,5.95,1.59971373,0.138931666,0,
17-Nov-1999,1.473414739,5.97,1.598463245,0.138805341,0,
18-Nov-1999,1.554187269,6.00,1.598029167,0.138186036,0,
19-Nov-1999,1.51958899,,1.597267612,0.137724026,0,
22-Nov-1999,1.550122943,5.93,1.596814298,0.137131777,0,
23-Nov-1999,1.564058223,5.94,1.596502335,0.136508331,0,
24-Nov-1999,1.572930023,5.97,1.596279955,0.135876027,0,
26-Nov-1999,1.593769343,6.04,1.596256491,0.135233802,0,
29-Nov-1999,1.646138216,6.06,1.596718359,0.134685939,0,
30-Nov-1999,1.63879739,6.07,1.597104405,0.134121516,0,
01-Dec-1999,1.699346488,6.09,1.598033878,0.133860298,0,
02-Dec-1999,1.700339091,6.08,1.598955547,0.133603798,0,
03-Dec-1999,1.658169569,6.09,1.599484244,0.133118257,0,
06-Dec-1999,1.642516553,,1.59986506,0.132584461,0,
07-Dec-1999,1.619082453,6.12,1.600033634,0.132008771,0,
08-Dec-1999,1.646626199,6.21,1.600438787,0.131500306,0,
09-Dec-1999,1.611638919,6.18,1.60053534,0.130931447,0,
10-Dec-1999,1.537560145,6.21,1.59999709,0.130495805,0,
13-Dec-1999,1.534368841,6.24,1.599440919,0.130077313,0,
14-Dec-1999,1.615475983,6.17,1.599575667,0.129533306,0,
15-Dec-1999,1.6679203,6.16,1.600145206,0.129138698,0,
16-Dec-1999,1.741989065,6.11,1.602261581,0.129366609,0,
17-Dec-1999,1.71102297,6.15,1.603794037,0.129558164,0,
20-Dec-1999,1.780881008,6.14,1.605842668,0.130402822,0,
21-Dec-1999,1.805237786,6.08,1.608325812,0.131343499,0,
22-Dec-1999,1.785231973,6.11,1.611038366,0.131609732,0,
23-Dec-1999,1.802720403,6.22,1.613878792,0.132040733,0,
27-Dec-1999,1.769737878,6.25,1.615967454,0.132510381,0,
28-Dec-1999,1.795186417,6.31,1.618142967,0.133296107,0,
29-Dec-1999,1.781303692,6.30,1.62046041,0.133697951,0,
30-Dec-1999,1.77819371,6.36,1.6227489,0.134030318,0,
31-Dec-1999,1.784127688,6.38,1.625058847,0.134405655,0,
03-Jan-2000,1.797013381,6.39,1.627977414,0.134304479,0,1
04-Jan-2000,1.781069252,6.41,1.6308371,0.133876102,0,1
05-Jan-2000,1.847870993,,1.634926265,0.132937674,0,1
06-Jan-2000,1.774419533,6.40,1.638367303,0.131132476,0,1
07-Jan-2000,1.752573703,6.43,1.641576666,0.129143995,0,1
10-Jan-2000,1.737701377,6.40,1.644633288,0.127006881,0,1
11-Jan-2000,1.791277675,6.39,1.64805203,0.125362454,0,1
12-Jan-2000,1.806172875,6.45,1.651512988,0.12392698,0,1
13-Jan-2000,1.715537199,6.58,1.65340627,0.12314623,0,1
14-Jan-2000,1.704932948,6.49,1.65501104,0.122546041,0,1
18-Jan-2000,1.713227275,6.62,1.656887283,0.121689315,0,1
19-Jan-2000,1.681079908,6.57,1.658755074,0.120306896,0,1
20-Jan-2000,1.6954222,6.52,1.660965401,0.118495085,0,1
21-Jan-2000,1.674210308,6.57,1.662907069,0.11676018,0,1
24-Jan-2000,1.620144784,6.67,1.663985915,0.115749212,0,1
25-Jan-2000,1.642723596,6.72,1.665197345,0.114746957,0,1
26-Jan-2000,1.539812634,6.63,1.665774456,0.113931066,0,1
27-Jan-2000,1.421910548,6.69,1.665062609,0.115189252,0,0
28-Jan-2000,1.298286362,,1.663236012,0.119216712,0,0
31-Jan-2000,1.341429323,6.75,1.661539286,0.122321564,0,0
01-Feb-2000,1.319474565,6.73,1.659449745,0.125981534,0,0
02-Feb-2000,1.266899649,6.79,1.656599877,0.130906803,0,0
03-Feb-2000,1.246519317,6.79,1.653655027,0.13606613,0,0
04-Feb-2000,1.191570768,6.69,1.649536397,0.142416645,0,0
07-Feb-2000,1.224912053,6.70,1.646384585,0.147545115,0,0
08-Feb-2000,1.093981463,6.69,1.641939687,0.155919461,0,0
09-Feb-2000,1.238211522,6.68,1.639085369,0.16012775,0,0
10-Feb-2000,1.341256358,6.66,1.637237255,0.162278278,0,1
11-Feb-2000,1.316071833,6.68,1.634934966,0.164859769,0,1
14-Feb-2000,1.239432127,6.62,1.632329217,0.168608247,0,0
15-Feb-2000,1.25724315,6.60,1.630168316,0.171737167,0,0
16-Feb-2000,1.283609695,6.49,1.628125396,0.174391217,0,1
17-Feb-2000,1.204550837,6.53,1.625955822,0.178020659,0,0
18-Feb-2000,1.127736244,6.64,1.6233926,0.182935096,0,0
22-Feb-2000,1.069045074,6.59,1.619817297,0.189480249,0,0
23-Feb-2000,1.07898825,6.56,1.615604599,0.195786477,0,0
24-Feb-2000,1.10108492,6.67,1.611323072,0.201341701,0,0
25-Feb-2000,1.216740673,6.63,1.607827902,0.204522226,0,1
28-Feb-2000,1.187121532,6.56,1.603515286,0.207892221,0,0
29-Feb-2000,1.13234908,6.56,1.59937736,0.212278167,0,0
01-Mar-2000,1.170866185,6.56,1.595018749,0.215663683,0,1
02-Mar-2000,1.104771989,6.58,1.590141539,0.220069642,0,0
03-Mar-2000,1.05531484,6.49,1.584605017,0.225083056,0,0
06-Mar-2000,1.091308626,,1.579740775,0.229378976,0,0
07-Mar-2000,1.147329014,6.36,1.575083055,0.232442669,0,1
08-Mar-2000,1.169861273,6.44,1.570068602,0.234647812,0,1
09-Mar-2000,1.167024865,6.36,1.56504653,0.23677929,0,1
10-Mar-2000,1.177505185,6.36,1.560562398,0.238989051,0,1
13-Mar-2000,1.182122361,6.37,1.556549624,0.241275195,0,1
14-Mar-2000,1.138636515,6.42,1.551999823,0.243972718,0,1
15-Mar-2000,1.074066553,6.39,1.546724078,0.247410226,0,1
16-Mar-2000,1.049796899,6.40,1.541221435,0.251061836,0,1
17-Mar-2000,0.984382656,6.39,1.535907281,0.256035642,0,0
20-Mar-2000,0.958229705,6.42,1.530743651,0.261374953,0,0
21-Mar-2000,0.898152696,6.39,1.524719152,0.267534025,0,0
22-Mar-2000,0.926692761,6.38,1.518317242,0.272571146,0,0
23-Mar-2000,0.878227364,6.35,1.511199918,0.278032607,0,0
24-Mar-2000,0.899082743,6.39,1.504819992,0.28321685,0,0
27-Mar-2000,0.886222264,6.36,1.497481041,0.287742856,0,0
28-Mar-2000,0.9144091,6.31,1.490618918,0.291752983,0,1
29-Mar-2000,0.931910156,6.29,1.483546753,0.294933956,0,1
30-Mar-2000,0.865750337,6.26,1.476504016,0.299514721,0,0
31-Mar-2000,0.808241137,6.20,1.469118151,0.30497095,0,0
03-Apr-2000,0.819900294,6.18,1.461470284,0.309651813,0,0
04-Apr-2000,0.851629315,6.13,1.454032888,0.313500222,0,1
05-Apr-2000,0.835117035,6.13,1.445971366,0.316883902,0,1
06-Apr-2000,0.785649099,6.08,1.437182541,0.320460387,0,0
07-Apr-2000,0.715843538,6.20,1.427932085,0.325132808,0,0
10-Apr-2000,0.786135115,6.21,1.419181478,0.328168783,0,1
11-Apr-2000,0.865858295,6.17,1.410801682,0.329359999,0,1
12-Apr-2000,0.914482617,6.18,1.40300313,0.329944622,0,1
13-Apr-2000,0.881234329,6.06,1.394446917,0.330052289,0,1
14-Apr-2000,0.892271071,6.03,1.386261777,0.33022667,0,1
17-Apr-2000,1.020552014,6.00,1.379351509,0.329119901,0,1
18-Apr-2000,1.011709519,5.90,1.372249222,0.32776693,0,1
19-Apr-2000,0.90129102,5.90,1.364800405,0.328231923,0,1
20-Apr-2000,0.884249866,5.93,1.35783244,0.329492284,0,1
24-Apr-2000,0.951514373,5.86,1.352298768,0.33070149,0,1
25-Apr-2000,0.935088116,5.80,1.34643436,0.331815715,0,1
26-Apr-2000,0.937132372,5.89,1.340911809,0.333075221,0,1
27-Apr-2000,0.91214975,5.97,1.335125304,0.334450746,0,1
28-Apr-2000,0.827364901,5.94,1.328941231,0.336933035,0,1
01-May-2000,0.83566173,5.85,1.323304659,0.339492005,0,1
02-May-2000,0.922253493,6.01,1.318605214,0.341117603,0,1
03-May-2000,1.023374348,6.05,1.314851677,0.341872876,0,1
04-May-2000,1.125455591,5.99,1.311871639,0.34195289,0,1
05-May-2000,1.101190074,5.99,1.308849688,0.342201019,0,1
08-May-2000,1.155685305,,1.306738434,0.342359216,0,1
09-May-2000,1.115930842,6.00,1.304532737,0.342731688,0,1
10-May-2000,1.060464956,6.14,1.301091489,0.343094703,0,1
11-May-2000,1.040929166,6.14,1.296814338,0.343112236,0,1
12-May-2000,1.083308911,6.23,1.293178671,0.343043283,0,1
15-May-2000,1.032037341,6.23,1.288861291,0.34304252,0,1
16-May-2000,0.971332952,6.29,1.283921914,0.343313874,0,1
17-May-2000,1.049128726,6.32,1.279556903,0.342938136,0,1
18-May-2000,1.135282837,6.40,1.275736182,0.341960672,0,1
19-May-2000,1.132522327,6.46,1.27145605,0.340496785,0,1
22-May-2000,1.094056004,6.51,1.266916538,0.33918696,0,1
23-May-2000,1.078092936,6.57,1.261739425,0.337266943,0,1
24-May-2000,1.097837789,6.53,1.256718581,0.335160803,0,1
25-May-2000,1.0002769,6.47,1.251236142,0.333917308,0,1
26-May-2000,0.982751637,6.43,1.245738101,0.332850531,0,1
30-May-2000,1.011430517,6.51,1.240674335,0.331743354,0,1
31-May-2000,0.954355052,6.47,1.234905409,0.330642014,0,1
01-Jun-2000,0.907001296,6.43,1.229033429,0.330151839,0,1
02-Jun-2000,0.914861321,6.48,1.223844272,0.330155455,0,1
05-Jun-2000,0.890452835,6.56,1.218478305,0.330298838,0,1
06-Jun-2000,0.870513072,6.51,1.212270281,0.329774933,0,1
07-Jun-2000,0.835793568,6.44,1.205335891,0.328860737,0,1
08-Jun-2000,0.812499447,6.45,1.197590145,0.327055889,0,1
09-Jun-2000,0.814883367,6.47,1.190122314,0.325461018,0,1
12-Jun-2000,0.816933115,6.39,1.182089415,0.322641293,0,1
13-Jun-2000,0.736162198,6.33,1.173180452,0.32003944,0,1
14-Jun-2000,0.874533375,,1.165591297,0.316178275,0,1
15-Jun-2000,0.901092706,6.38,1.158077733,0.311590216,0,1
16-Jun-2000,0.88527864,6.29,1.150707239,0.307433116,0,1
19-Jun-2000,0.905525597,6.20,1.143293399,0.302447498,0,1
20-Jun-2000,0.89222827,6.15,1.135884437,0.297536858,0,1
21-Jun-2000,0.929362227,6.12,1.128810842,0.29218015,0,1
22-Jun-2000,0.908995236,6.14,1.121518071,0.286553501,0,1
23-Jun-2000,0.95259403,6.13,1.114481243,0.280122055,0,1
26-Jun-2000,0.931958574,6.13,1.107405321,0.273795333,0,1
27-Jun-2000,0.901344324,6.13,1.099517599,0.265801594,0,1
28-Jun-2000,0.944944704,6.09,1.092605309,0.258796091,0,1
29-Jun-2000,0.890820643,6.11,1.085424033,0.252201148,0,1
30-Jun-2000,0.928050247,6.06,1.07867694,0.245341177,0,1
03-Jul-2000,0.911936707,6.05,1.071349099,0.236863995,0,1
05-Jul-2000,0.903096876,5.99,1.063823466,0.22748143,0,1
06-Jul-2000,0.924539171,6.00,1.057231815,0.219767709,0,1
07-Jul-2000,0.927754446,6.03,1.050755328,0.211827937,0,1
10-Jul-2000,0.921172634,6.11,1.044154872,0.203175475,0,1
11-Jul-2000,0.892847418,6.12,1.037586268,0.194987512,0,1
12-Jul-2000,0.866564912,6.19,1.030679124,0.185960387,0,1
13-Jul-2000,0.802060173,6.11,1.023411207,0.177446077,0,1
14-Jul-2000,0.829348464,6.10,1.016821237,0.16960964,0,1
17-Jul-2000,0.8870379,6.11,1.010523856,0.159927906,0,1
18-Jul-2000,0.880480359,6.04,1.005029421,0.152756117,0,1
19-Jul-2000,0.894581747,6.03,1.000635014,0.148179112,0,1
20-Jul-2000,0.807161382,6.00,0.996542306,0.146663582,0,1
21-Jul-2000,0.765984074,,0.991746929,0.144686421,0,1
24-Jul-2000,0.752633509,5.99,0.987023253,0.14314174,0,1
25-Jul-2000,0.760250425,6.05,0.982801177,0.142286649,0,1
26-Jul-2000,0.77333875,6.01,0.978858005,0.141471106,0,1
27-Jul-2000,0.717038472,6.04,0.974903569,0.142106039,0,1
28-Jul-2000,0.76991431,6.06,0.971111921,0.141447861,0,1
31-Jul-2000,0.776904698,6.09,0.968469615,0.142093409,0,1
01-Aug-2000,0.759265682,6.01,0.9644784,0.141176566,0,1
02-Aug-2000,0.765560494,6.10,0.959680934,0.13801147,0,1
03-Aug-2000,0.73513904,6.17,0.954839828,0.135572392,0,1
04-Aug-2000,0.726421773,6.16,0.950564741,0.13460786,0,1
07-Aug-2000,0.731448005,6.16,0.946183115,0.133090305,0,1
08-Aug-2000,0.73215829,6.01,0.941587687,0.130842977,0,1
09-Aug-2000,0.709917652,6.01,0.937465744,0.130279235,0,1
10-Aug-2000,0.699942352,6.04,0.933900794,0.130880606,0,1
11-Aug-2000,0.716603509,6.04,0.930963781,0.131773846,0,1
14-Aug-2000,0.648029805,6.04,0.927372461,0.133566146,0,0
15-Aug-2000,0.652654193,6.02,0.923635538,0.134931302,0,0
16-Aug-2000,0.686454534,6.04,0.919216487,0.13393116,0,1
17-Aug-2000,0.646136294,6.04,0.914708277,0.133942479,0,0
18-Aug-2000,0.610253643,6.00,0.910357481,0.135286298,0,0
21-Aug-2000,0.640048379,5.98,0.905934,0.135374913,0,1
22-Aug-2000,0.666115753,5.95,0.902278531,0.135882129,0,1
23-Aug-2000,0.640522987,5.91,0.898821932,0.137225586,0,1
24-Aug-2000,0.627993934,5.97,0.894960977,0.138278137,0,1
25-Aug-2000,0.628799447,5.93,0.890639897,0.138427303,0,1
28-Aug-2000,0.631365069,5.81,0.886152429,0.138027352,0,1
29-Aug-2000,0.706686263,5.76,0.882316273,0.136544612,0,1
30-Aug-2000,0.69465566,5.79,0.878292527,0.134876988,0,1
31-Aug-2000,0.672742087,5.78,0.874047692,0.133240183,0,1
01-Sep-2000,0.685443767,5.81,0.870271086,0.132095372,0,1
05-Sep-2000,0.698946047,5.83,0.867145081,0.131669957,0,1
06-Sep-2000,0.760321449,5.81,0.864732786,0.130945227,0,1
07-Sep-2000,0.778391513,5.78,0.863016193,0.130713516,0,1
08-Sep-2000,0.762143606,5.79,0.861382142,0.130738883,0,1
11-Sep-2000,0.797336689,5.78,0.860542009,0.130824504,0,1
12-Sep-2000,0.814947044,5.73,0.859610795,0.130747366,0,1
13-Sep-2000,0.811118147,5.73,0.859051551,0.130810576,0,1
14-Sep-2000,0.903886126,5.73,0.859091579,0.130823663,0,1
15-Sep-2000,1.012581189,5.78,0.86014457,0.13155038,0,1
18-Sep-2000,1.076246677,5.81,0.861493217,0.132933673,0,1
19-Sep-2000,1.068963329,5.81,0.862635327,0.134127143,0,1
20-Sep-2000,1.071565302,5.73,0.864350451,0.135476433,0,1
21-Sep-2000,1.018922275,5.68,0.866106127,0.136106857,0,1
22-Sep-2000,0.998971033,,0.867598384,0.136576848,0,1
25-Sep-2000,0.99169001,5.69,0.868765556,0.137036928,0,1
26-Sep-2000,0.965036175,5.72,0.869848216,0.137281848,0,1
27-Sep-2000,1.029643417,5.76,0.871881502,0.137830102,0,1
28-Sep-2000,0.979017008,5.73,0.874074614,0.137419566,0,1
29-Sep-2000,1.004970205,5.77,0.87589824,0.137694508,0,1
02-Oct-2000,1.067440997,5.78,0.877578095,0.138796227,0,1
03-Oct-2000,1.080871641,5.74,0.878964671,0.139993948,0,1
04-Oct-2000,1.058277004,5.79,0.880440026,0.14094772,0,1
05-Oct-2000,1.02305175,5.84,0.881529865,0.141544319,0,1
06-Oct-2000,0.953979511,5.88,0.880975094,0.141124695,0,1
10-Oct-2000,0.916313874,5.86,0.880180131,0.140649958,0,1
11-Oct-2000,0.929233781,5.91,0.880412987,0.140708321,0,1
12-Oct-2000,0.983853525,5.88,0.881243017,0.141024567,0,1
13-Oct-2000,0.980178185,5.85,0.881481883,0.141168793,0,1
16-Oct-2000,0.965123836,5.84,0.88173218,0.141291212,0,1
17-Oct-2000,0.925564935,5.81,0.881635785,0.14125704,0,1
18-Oct-2000,0.92857661,5.83,0.881772675,0.141294813,0,1
19-Oct-2000,0.876046567,5.82,0.882178356,0.141207146,0,1
20-Oct-2000,0.824944924,5.80,0.882089049,0.141240198,0,1
23-Oct-2000,0.762054651,5.83,0.880754059,0.141613975,0,1
24-Oct-2000,0.788374279,5.87,0.878795725,0.141249553,0,1
25-Oct-2000,0.814300517,5.90,0.876202766,0.139528999,0,1
26-Oct-2000,0.796663801,5.87,0.873665047,0.138165259,0,1
27-Oct-2000,0.778936239,5.82,0.870525472,0.135965959,0,1
30-Oct-2000,0.783763471,,0.86775741,0.134298885,0,1
31-Oct-2000,0.83512125,5.80,0.865879546,0.13315223,0,1
01-Nov-2000,0.848628034,5.77,0.864277036,0.132181423,0,1
02-Nov-2000,0.854761537,5.73,0.862372475,0.130636445,0,1
03-Nov-2000,0.916592988,5.73,0.861410439,0.129798889,0,1
06-Nov-2000,0.927569696,5.74,0.861045745,0.129548686,0,1
07-Nov-2000,0.914975512,5.68,0.859927802,0.128486465,0,1
08-Nov-2000,0.887619254,5.66,0.857863938,0.125991166,0,1
09-Nov-2000,0.894118601,5.66,0.855877241,0.12347839,0,1
10-Nov-2000,0.926903201,5.64,0.854484301,0.121698945,0,1
13-Nov-2000,0.907383047,5.59,0.853061718,0.120049708,0,1
14-Nov-2000,0.845152263,5.63,0.850956005,0.11791733,0,1
15-Nov-2000,0.800931603,5.67,0.849294795,0.117198018,0,1
16-Nov-2000,0.785213801,5.69,0.847648646,0.116693959,0,1
17-Nov-2000,0.821410014,5.72,0.846065142,0.115738157,0,1
20-Nov-2000,0.820745208,5.74,0.844951726,0.115329591,0,1
21-Nov-2000,0.769712143,5.77,0.84380765,0.115389826,0,1
22-Nov-2000,0.704917877,5.74,0.842058121,0.115893934,0,1
24-Nov-2000,0.676459194,5.74,0.840274841,0.116785964,0,1
27-Nov-2000,0.72589269,5.83,0.839069671,0.117216708,0,1
28-Nov-2000,0.717059445,5.87,0.83808022,0.117744536,0,1
29-Nov-2000,0.740862628,5.87,0.837483247,0.118056511,0,1
30-Nov-2000,0.728423629,5.87,0.836762749,0.118458743,0,1
01-Dec-2000,0.739111147,5.82,0.836114233,0.1187808,0,1
04-Dec-2000,0.783636325,5.82,0.83650985,0.118523879,0,1
05-Dec-2000,0.748178397,5.77,0.835456892,0.118744302,0,1
06-Dec-2000,0.701861177,5.76,0.833796629,0.119210776,0,1
07-Dec-2000,0.681172504,5.72,0.832095745,0.119924011,0,1
08-Dec-2000,0.695565351,5.68,0.830346076,0.120374475,0,1
11-Dec-2000,0.702535237,5.71,0.828765301,0.120799787,0,1
12-Dec-2000,0.691629598,5.68,0.826784196,0.121085202,0,1
13-Dec-2000,0.672585423,5.67,0.824814114,0.121658234,0,1
14-Dec-2000,0.644372976,5.62,0.822245605,0.122190305,0,1
15-Dec-2000,0.653835879,,0.819927916,0.122728309,0,1
18-Dec-2000,0.692672693,5.63,0.818188986,0.123042955,0,1
19-Dec-2000,0.705319368,5.64,0.816192108,0.12291292,0,1
20-Dec-2000,0.719753664,5.59,0.81476655,0.123032066,0,1
21-Dec-2000,0.716547986,5.55,0.813004031,0.122910459,0,1
22-Dec-2000,0.734222958,5.48,0.811523083,0.122778968,0,1
26-Dec-2000,0.757163293,5.52,0.81030697,0.122586895,0,1
27-Dec-2000,0.776578589,5.53,0.809073965,0.122171675,0,1
28-Dec-2000,0.755211685,5.43,0.807636109,0.121777875,0,1
29-Dec-2000,0.78830531,5.32,0.806528881,0.121340145,0,1
02-Jan-2001,0.76040989,5.32,0.805425235,0.121150583,0,1
03-Jan-2001,0.867227534,5.35,0.805430757,0.121153408,0,1
04-Jan-2001,0.896482313,5.37,0.806217608,0.12143762,0,1
05-Jan-2001,0.960024302,5.36,0.807306573,0.122230102,0,1
08-Jan-2001,0.97966334,5.29,0.808078452,0.123027694,0,1
09-Jan-2001,0.930249147,5.23,0.808493192,0.123357266,0,1
10-Jan-2001,0.968163111,5.20,0.80910637,0.123970142,0,1
11-Jan-2001,1.056544796,5.17,0.811184565,0.126010759,0,1
12-Jan-2001,1.066926702,5.19,0.81369242,0.12808128,0,1
16-Jan-2001,1.060415444,5.08,0.81625727,0.12991683,0,1
17-Jan-2001,1.029784741,5.03,0.818503389,0.131263394,0,1
18-Jan-2001,1.034375862,5.02,0.820678698,0.132664124,0,1
19-Jan-2001,1.090961918,,0.823794727,0.134586799,0,1
22-Jan-2001,1.137270306,5.04,0.826856027,0.137497392,1,1
23-Jan-2001,1.150858101,5.11,0.829972305,0.140559365,1,1
24-Jan-2001,1.147482922,5.13,0.833207449,0.143358073,1,1
25-Jan-2001,1.123600633,5.12,0.836191117,0.14564596,0,1
26-Jan-2001,1.153750239,,0.839679543,0.14819612,1,1
29-Jan-2001,1.193201149,4.92,0.843569372,0.151292005,1,1
30-Jan-2001,1.145686857,5.14,0.847021362,0.153423044,0,1
31-Jan-2001,1.127991822,5.03,0.850319975,0.155177919,0,1
01-Feb-2001,1.024280587,4.93,0.852939666,0.155441041,0,1
02-Feb-2001,1.043063317,4.94,0.855799007,0.155758537,0,1
